dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
loop_seattle/H/long,TIMEHEDGE,42.946937349501205,42.946937349501205,3.511834177201582,0.7439280770368532,0.10991782446599802,0.08196757460608284,6.043895837676288,6.553391286158733,0.11711787827713596,0.062761179629801,0.05025976381000741,Transport,1
loop_seattle/H/medium,TIMEHEDGE,38.36831382223942,38.36831382223942,3.3994940821723425,0.7082290773715503,0.09954365985189306,0.07792613183996872,5.460627523459962,6.194216158824248,0.1094820742381316,0.06008567572287101,0.0478704639320832,Transport,1
loop_seattle/H/short,TIMEHEDGE,44.73679585234371,44.73679585234371,3.6280841865723956,0.7429830832098799,0.10105910168343653,0.08293315126417927,5.903518231047451,6.688557082984619,0.11839426294167067,0.06422078003225996,0.0513905709543775,Transport,1
m4_daily/D/short,TIMEHEDGE,380999.27946196223,380999.27946196223,175.73831966693703,3.2581466032182784,0.03856451833931832,0.029986341467995985,25.884195430956268,617.2513908141174,0.09534828135738498,0.027146713637658335,0.02151225079398426,Econ/Fin,1
m4_hourly/H/short,TIMEHEDGE,395741.655394525,395741.655394525,152.09630384460547,0.6556362459723396,0.08300469194249446,0.07522466294047529,4.8766440844384835,629.0800071489516,0.08588330648095098,0.020764502653496646,0.017428923837030687,Econ/Fin,1
m4_monthly/M/short,TIMEHEDGE,1756158.597638889,1756158.597638889,539.5336862702546,0.8941154747003038,0.15544366831249662,0.12767800025586729,7.426879824539433,1325.2013423019496,0.2754223322745184,0.11213362186541095,0.08928755589980993,Econ/Fin,1
m4_quarterly/Q/short,TIMEHEDGE,1696532.9226666666,1696532.9226666666,538.5490830078126,1.124619857965723,0.10953612661361695,0.09803804429372151,8.399832831551041,1302.5102389872666,0.2180172771663478,0.09014363279715035,0.07173296332611691,Econ/Fin,1
m4_weekly/W/short,TIMEHEDGE,237780.28197985858,237780.28197985858,240.45853867580888,1.8463655053655643,0.057600637255681514,0.0575718263601986,12.935228352843662,487.6271956934504,0.08883811813134106,0.04380781927921924,0.0348049488525431,Econ/Fin,1
m4_yearly/A/short,TIMEHEDGE,3451924.143814747,3451924.143814747,866.0715355764487,3.2321085411978943,0.16138559195699287,0.14437056369559548,45.03991960695538,1857.9354520043873,0.2979285622449668,0.1388785854305194,0.1174459278152281,Econ/Fin,1
m_dense/D/short,TIMEHEDGE,6538.22962962963,6538.22962962963,38.1008912037037,0.5936957685058879,0.11033020698202373,0.085990640145761,6.745464324945736,80.85931999237707,0.13997944356700984,0.06595827853368566,0.05555824155340795,Transport,1
m_dense/H/long,TIMEHEDGE,24758.293333333335,24758.293333333335,68.13077932098766,0.5953461423347821,0.2180478207529645,0.17012708875868054,5.642367729845003,157.3476829614384,0.2723920994233784,0.11794445056520374,0.09597396315296587,Transport,1
m_dense/H/medium,TIMEHEDGE,28198.54888888889,28198.54888888889,70.31237413194444,0.6094239147880629,0.222365070922758,0.17383031209309896,6.167742534101637,167.9242355614248,0.29216695490386624,0.12233464796495798,0.09988012098905526,Transport,1
m_dense/H/short,TIMEHEDGE,42693.37111111111,42693.37111111111,84.29979817708333,0.7509240726797669,0.2774216218536996,0.20013018290201823,8.010368897408057,206.62374285427876,0.36649903248687615,0.14952683580283996,0.12383140005490602,Transport,1
restaurant/D/short,TIMEHEDGE,136.0239913140936,136.0239913140936,6.972010315973195,0.6697203716060579,0.647464449002405,0.3869525157315308,4.474497615149143,11.662932363436461,0.5367551701081212,0.3208680687266815,0.25082863526649724,Sales,1
saugeen/D/short,TIMEHEDGE,1098.9827083333332,1098.9827083333332,12.155833333333334,2.7006450164447346,0.26982503255208334,0.31205101013183595,29.96969341077469,33.15090810721983,1.0737658123078404,0.39373033798138174,0.32223994030784864,Nature,1
saugeen/M/short,TIMEHEDGE,420.3550037202381,420.3550037202381,12.769878569103422,0.7482216497124204,0.3782441048395066,0.3642130579267229,4.800200420146036,20.50256090639016,0.615548385516477,0.38339006392138786,0.30151218192213936,Nature,1
